Log_ID,Date,Equipment_ID,Equipment_Type,Purchase_Date,Owner_Farm_ID,Operator_ID,Operator_Name,Experience_Years,Field_ID,Field_Name,Area_Acres,Hours_Used,Fuel_Liters,Maintenance_Type,Maintenance_Cost,Part_Replaced,Breakdown_Probability,Risk_Category
LOG-02857,2023-11-14,EQ-013,Tractor,2019-01-10,FARM-06,OP-034,Grace Martinez,5.0,FLD-014,River Field,281.66,11.8,44.4,None,,None,0.91,High
LOG-01862,"December 14, 2024",EQ-095,Tractor,2017-01-31,FARM-02,OP-022,Robert Hernandez,14.0,FLD-011,South Field,362.68,2.7,17.3,None,0.0,None,0.52,Medium
LOG-02660,2024-05-08,EQ-040,Planter,2021-09-08,FARM-02,OP-004,David Hernandez,10.0,FLD-010,Hill Field,315.35,10.7,72.4,None,0.0,None,0.94,High
LOG-03385,,EQ-056,Tractor,2023-07-13,FARM-09,OP-038,Grace Gonzalez,,FLD-002,Hill Field,223.83,10.3,62.9,None,0.0,None,0.09,Low
LOG-06422,2022-02-27,EQ-097,Planter,2016-05-06,FARM-10,OP-016,David Jones,4.0,FLD-016,Valley Field,341.89,7.8,27.4,None,0.0,None,0.83,
LOG-05709,19-01-2022,EQ-065,Harvester,2021-08-07,FARM-04,OP-011,Sophia Jones,6.0,FLD-018,River Field,208.98,11.1,7709.999999999999,None,0.0,,0.82,High
LOG-03332,2024-02-12,EQ-006,Harvester,2017-08-10,FARM-09,OP-017,Emily Lopez,18.0,FLD-002,Hill Field,223.83,9.2,59.1,None,0.0,None,0.09,Low
LOG-05722,2023-03-11,EQ-087,Tractor,2019-05-19,FARM-05,OP-014,John Hernandez,18.0,FLD-011,South Field,362.68,4.7,33.3,,0.0,None,0.19,Low
LOG-05253,2023-01-22,EQ-062,Planter,2020-10-20,FARM-08,OP-050,Michael Smith,4.0,FLD-013,Valley Field,169.83,10.0,71.7,Repair,107.81,Belt,0.77,High
LOG-04866,2024-04-22,EQ-013,Tractor,2019-01-10,FARM-06,OP-019,James Lopez,11.0,FLD-018,River Field,208.98,8.2,58.6,None,0.0,None,0.06,Low
LOG-02097,2022-05-22,EQ-015,Tractor,2019-03-31,FARM-02,,Chloe Jones,2.0,,South Field,362.68,3.3,15.2,None,0.0,None,0.52,Medium
LOG-02004,2023-05-07,EQ-065,Harvester,2021-08-07,,OP-010,Robert Anderson,8.0,FLD-003,Golden Field,,6.0,28.1,None,0.0,None,0.1,Low
LOG-00547,2024-06-23,EQ-070,Harvester,2021-01-17,FARM-03,OP-015,Laura Anderson,4.0,FLD-003,Golden Field,66.67,4.4,22.3,Inspection,65.31,None,0.52,Medium
LOG-01450,2024-01-15,EQ-063,Tractor,2017-10-12,FARM-04,OP-023,Michael Smith,1.0,FLD-019,North Field,158.9,4.8,29.8,None,0.0,,0.63,Medium
LOG-04835,2024-04-15,EQ-054,,2017-09-13,FARM-10,OP-012,Daniel Wilson,18.0,FLD-018,River Field,208.98,11.0,50.3,None,0.0,None,0.62,Medium
LOG-02611,2023-07-07,EQ-044,Sprayer,2023-08-15,FARM-06,OP-012,Daniel Wilson,18.0,FLD-007,Golden Field,346.56,9.3,34.5,None,0.0,None,0.93,High
LOG-01901,2023-01-02,EQ-099,Tractor,2021-12-11,FARM-02,OP-049,Michael Williams,19.0,FLD-009,South Field,474.95,2.2,11.6,Repair,1160.7,Blade,0.53,Medium
LOG-05509,2023-10-23,EQ-092,Tractor,2015-07-25,,OP-044,James Miller,11.0,FLD-019,North Field,158.9,8.7,33.8,None,0.0,None,0.04,
LOG-02758,17-08-2023,EQ-044,Sprayr,,FARM-06,OP-030,Alice Jones,12.0,FLD-018,River Field,208.98,11.6,50.7,None,0.0,None,0.34,Medium
LOG-01886,28-03-2022,EQ-063,Tractor,2017-10-12,FARM-04,OP-022,,,FLD-005,North Field,357.3,10.7,44.9,None,0.0,None,0.95,High
LOG-06766,2023-10-04,EQ-021,Planter,2022-02-16,FARM-06,OP-033,Emily Garcia,18.0,FLD-015,West Field,216.02,8.8,29.6,None,0.0,None,0.75,High
LOG-02098,2023-01-09,EQ-082,Tractor,2015-07-27,FARM-09,OP-041,Chloe Brown,7.0,,River Field,281.66,8.5,37.6,None,0.0,None,0.52,Medium
LOG-06082,2024-06-03,EQ-029,Sprayer,2019-07-02,FARM-05,OP-012,Daniel Wilson,18.0,FLD-012,River Field,258.49,9.2,70.2,None,0.0,None,0.99,High
LOG-06282,2023-04-28,EQ-079,Plntr,2016-07-28,FARM-07,OP-037,John Williams,11.0,FLD-006,North Field,264.76,11.6,55.8,None,0.0,None,0.33,Medium
LOG-00837,2023-04-28,EQ-033,Harvester,2017-12-20,FARM-03,OP-020,James Hernandez,9.0,FLD-003,Golden Field,66.67,4.3,31.4,Inspection,686.33,None,0.32,
LOG-03472,2024-10-07,EQ-017,Sprayer,2021-06-22,FARM-04,,Sarah Brown,1.0,FLD-013,Valley Field,169.83,1.1,6.4,None,0.0,None,0.75,High
LOG-05563,2024/04/05,EQ-050,Harvester,2021-01-18,FARM-09,OP-006,John Davis,20.0,FLD-008,West Field,188.47,1.4,7.5,Repair,761.84,Filter,0.63,Medium
LOG-02172,,EQ-085,Planter,2017-05-25,FARM-07,OP-041,Chloe Brown,7.0,FLD-009,South Field,474.95,10.3,77.3,None,0.0,None,0.96,High
LOG-06010,"December 15, 2024",,Harvester,2018-02-14,FARM-08,OP-003,Sarah Jones,13.0,FLD-010,Hill Field,315.35,8.7,48.6,None,0.0,None,0.08,Low
LOG-05955,2022-08-15,EQ-093,Planter,2020-08-21,FARM-09,OP-040,Charles Wilson,2.0,FLD-015,West Field,216.02,11.9,70.6,None,0.0,None,0.84,High
LOG-00399,2023-08-26,EQ-043,Tractor,2022-08-18,FARM-02,OP-024,William Gonzalez,5.0,FLD-009,South Field,474.95,6.1,21.9,Routine,969.88,None,0.58,Medium
LOG-02011,11-08-2022,EQ-024,Tractor,2021-10-31,FARM-03,OP-028,Alice Wilson,12.0,FLD-019,North Field,158.9,6.3,45.6,None,0.0,None,0.56,Medium
LOG-06723,"February 24, 2023",EQ-009,Sprayer,2015-01-27,FARM-03,OP-043,Sarah Brown,1.0,FLD-002,Hill Field,223.83,8.5,67.9,None,0.0,None,0.46,Medium
LOG-01284,2024-01-02,EQ-053,Sprayer,2018-06-13,FARM-04,OP-015,Laura Anderson,4.0,FLD-005,North Field,357.3,6.5,27.4,None,0.0,None,0.96,High
LOG-05831,2022-02-24,EQ-013,Tractor,2019-01-10,FARM-06,OP-028,Alice Wilson,12.0,FLD-003,Golden Field,66.67,,,None,0.0,None,0.37,Medium
LOG-05106,2024-05-03,EQ-040,Planter,2021-09-08,FARM-02,OP-012,Daniel Wilson,18.0,FLD-016,Valley Field,,1.0,7.0,None,0.0,None,0.67,Medium
LOG-04257,2023-09-12,,Plntr,2017-09-22,FARM-08,OP-031,Alice Anderson,12.0,FLD-015,West Field,216.02,4.0,23.3,None,0.0,None,0.53,Medium
LOG-01837,2024-08-21,EQ-095,Tractor,2017-01-31,FARM-02,OP-012,Daniel Wilson,18.0,FLD-010,Hill Field,315.35,11.4,85.2,None,0.0,None,0.8,High
LOG-01020,2023-05-27,EQ-049,Harvester,2016-09-18,FARM-06,OP-050,Michael Smith,4.0,FLD-007,Golden Field,346.56,5.1,21.4,Routine,661.44,None,0.98,High
LOG-01327,2024-01-03,,Planter,2016-01-08,FARM-01,,Emily Lopez,18.0,FLD-013,Valley Field,169.83,1.7,12.5,None,0.0,None,0.08,Low
LOG-04319,2022-08-05,EQ-007,Tractor,2021-04-17,FARM-04,OP-032,James Hernandez,8.0,FLD-012,River Field,258.49,5.7,38.4,None,0.0,None,0.72,High
LOG-00476,2023-10-04,EQ-055,Tractor,2015-12-17,FARM-08,OP-011,Sophia Jones,6.0,FLD-001,Sunny Field,222.94,3.7,15.2,None,0.0,None,0.44,Medium
LOG-02811,2022-06-28,EQ-088,Planter,2018-03-14,FARM-07,,Sarah Brown,1.0,FLD-008,West Field,188.47,8.4,35.2,None,0.0,None,0.68,Medium
LOG-05244,2024-03-04,EQ-081,,2015-11-05,FARM-08,OP-035,Sarah Wilson,6.0,FLD-002,Hill Field,223.83,7.9,24.5,Routine,419.52,None,0.78,High
LOG-01652,2024-11-07,EQ-069,Harvester,,FARM-08,OP-004,David Hernandez,10.0,FLD-014,River Field,281.66,6.8,26.5,None,0.0,None,0.7,High
LOG-06492,2024-02-26,EQ-096,Tractor,2022-07-28,FARM-04,OP-023,Michael Smith,1.0,FLD-002,Hill Field,223.83,5.1,30.4,None,0.0,None,0.64,Medium
LOG-05977,2023-03-08,EQ-040,Planter,2021-09-08,FARM-02,OP-040,Charles Wilson,2.0,FLD-018,River Field,208.98,5.5,30.9,None,0.0,None,0.24,Low
LOG-02529,2024/10/18,EQ-057,Harvester,2016-06-09,FARM-08,OP-002,James Hernandez,11.0,FLD-009,South Field,474.95,4.4,33.0,None,0.0,None,,Low
LOG-01207,2024/02/18,EQ-041,Planter,2019-04-13,FARM-10,OP-037,John Williams,11.0,FLD-002,Hill Field,223.83,1.7,12.0,None,0.0,None,0.97,High
LOG-04536,31-03-2024,EQ-066,Tractor,2015-10-18,FARM-01,OP-017,Emily Lopez,18.0,FLD-001,Sunny Field,222.94,4.9,27.0,None,0.0,None,0.52,Medium
LOG-05806,2023-12-19,EQ-099,Tractor,2021-12-11,FARM-02,OP-016,David Jones,4.0,FLD-007,Golden Field,346.56,7.7,43.9,None,,None,0.87,High
LOG-04956,2023-07-10,EQ-003,Tractor,2022-08-03,FARM-09,OP-031,Alice Anderson,12.0,FLD-005,North Field,357.3,10.8,85.3,None,0.0,None,0.49,Medium
LOG-00868,2023-03-03,EQ-052,Planter,2015-03-21,FARM-02,OP-006,John Davis,20.0,,Sunny Field,222.94,2.8,19.3,None,0.0,None,0.75,High
LOG-02975,2024-01-31,EQ-083,Tractor,2016-01-18,FARM-04,OP-044,James Miller,11.0,FLD-003,Golden Field,66.67,2.0,14.1,None,0.0,None,0.79,High
LOG-00542,2024-12-09,EQ-004,Tractor,2021-08-15,FARM-07,OP-050,Michael Smith,4.0,FLD-013,Valley Field,169.83,9.4,32.1,None,0.0,None,0.16,Low
LOG-01133,2022-09-04,EQ-082,Tractr,,FARM-09,OP-010,,8.0,FLD-008,West Field,188.47,2.5,8.0,None,0.0,None,0.92,High
LOG-06783,2023-11-27,EQ-059,Planter,2017-05-17,FARM-09,OP-049,Michael Williams,19.0,FLD-009,South Field,474.95,1.6,7.1,None,0.0,None,0.87,High
LOG-03391,"April 17, 2024",EQ-003,Tractor,2022-08-03,FARM-09,OP-042,Daniel Garcia,10.0,FLD-011,South Field,362.68,5.5,36.0,None,0.0,None,0.23,Low
LOG-05023,2023-10-24,EQ-017,Sprayer,2021-06-22,FARM-04,OP-045,Michael Wilson,3.0,FLD-018,River Field,208.98,7.1,45.0,None,0.0,None,0.89,High
LOG-02963,2023-09-05,EQ-097,Planter,2016-05-06,FARM-10,OP-045,Michael Wilson,3.0,FLD-016,Valley Field,341.89,11.9,93.6,Routine,516.71,None,0.64,Medium
LOG-04156,2024-05-25,EQ-063,,2017-10-12,FARM-04,OP-026,Grace Rodriguez,,FLD-015,West Field,216.02,6.7,36.1,None,0.0,None,0.22,Low
LOG-03260,2024-10-12,EQ-077,,2023-12-24,FARM-02,OP-024,William Gonzalez,5.0,FLD-014,River Field,281.66,3.8,25.1,None,0.0,,0.49,Medium
LOG-04532,2024-04-28,EQ-047,Sprayer,2020-08-12,FARM-03,OP-045,Michael Wilson,3.0,FLD-002,Hill Field,223.83,10.8,41.6,None,0.0,None,0.47,Medium
LOG-05132,2022-03-30,EQ-100,Planter,2022-05-16,FARM-10,OP-016,David Jones,4.0,FLD-011,South Field,362.68,11.5,41.7,Routine,469.18,None,0.09,Low
LOG-02584,2022-01-08,EQ-097,Planter,2016-05-06,FARM-10,OP-043,Sarah Brown,1.0,FLD-020,West Field,220.65,7.3,28.2,None,0.0,None,0.85,High
LOG-02814,"December 22, 2024",EQ-048,Tractor,2022-01-05,FARM-05,OP-017,Emily Lopez,18.0,FLD-020,West Field,220.65,2.8,22.4,None,0.0,None,0.9,High
LOG-05421,19-10-2024,EQ-088,Planter,2018-03-14,FARM-07,OP-013,Laura Martinez,17.0,FLD-002,Hill Field,223.83,9.5,37.9,Repair,1488.19,Engine,0.81,High
LOG-06061,,EQ-079,Planter,2016-07-28,FARM-07,OP-033,Emily Garcia,18.0,FLD-017,East Field,311.6,5.8,30.0,None,0.0,None,0.84,High
LOG-03587,14-06-2023,EQ-004,Tractor,2021-08-15,FARM-07,OP-025,Michael Williams,15.0,FLD-019,North Field,158.9,8.8,56.3,Routine,,None,0.65,Medium
LOG-05404,2024-04-01,EQ-057,Harvester,2016-06-09,FARM-08,OP-034,Grace Martinez,5.0,FLD-009,South Field,474.95,3.8,11.7,Repair,,Engine,0.41,Medium
LOG-05952,2022-09-20,EQ-095,Tractor,2017-01-31,FARM-02,OP-040,Charles Wilson,2.0,FLD-014,River Field,281.66,4.5,34.8,None,0.0,None,0.41,Medium
LOG-02631,2022-06-18,EQ-094,,2015-08-21,FARM-09,OP-022,Robert Hernandez,14.0,FLD-010,Hill Field,315.35,11.4,83.6,None,,None,0.48,Medium
LOG-06610,2023-12-14,EQ-080,Harvester,2018-02-14,FARM-08,,James Miller,11.0,FLD-003,Golden Field,66.67,5.0,37.1,None,0.0,None,0.57,Medium
LOG-04779,2023-03-16,EQ-018,Tractor,2015-07-07,FARM-04,OP-002,James Hernandez,11.0,FLD-008,West Field,188.47,7.1,40.8,None,0.0,None,0.16,Low
LOG-01081,,EQ-071,Planter,2017-09-22,FARM-08,OP-026,Grace Rodriguez,1.0,FLD-004,Sunny Field,103.14,4.6,32.0,None,0.0,None,0.06,
LOG-04284,2023-03-30,EQ-051,Tractor,2021-09-19,FARM-06,OP-003,Sarah Jones,13.0,FLD-006,North Field,264.76,3.2,11.0,None,0.0,None,0.36,Medium
LOG-02086,2023-10-12,EQ-031,Sprayer,2017-05-20,FARM-08,OP-028,Alice Wilson,12.0,FLD-015,West Field,,1.5,11.7,None,0.0,None,0.84,High
LOG-02453,31-10-2022,EQ-020,Tractor,2019-04-06,FARM-05,OP-044,James Miller,11.0,FLD-016,Valley Field,341.89,4.7,34.6,Routine,275.55,None,0.6,Medium
LOG-02024,,EQ-004,Tractor,2021-08-15,FARM-07,OP-042,Daniel Garcia,10.0,FLD-015,West Field,216.02,9.2,41.8,None,0.0,None,0.72,
LOG-05367,2022-01-07,EQ-014,Sprayer,2015-06-27,FARM-08,OP-009,David Anderson,12.0,FLD-001,Sunny Field,222.94,6.4,39.4,Routine,448.53,None,0.97,High
LOG-00227,2023-01-26,EQ-048,Tractor,2022-01-05,FARM-05,OP-006,John Davis,20.0,FLD-018,River Field,208.98,1.6,7.8,None,0.0,None,,Low
LOG-01014,2024-02-20,EQ-010,Planter,2018-10-25,FARM-05,OP-041,Chloe Brown,7.0,FLD-015,West Field,216.02,4.8,24.0,Inspection,104.77,None,0.26,Low
LOG-01930,2024-02-15,EQ-048,,,FARM-05,OP-021,Chloe Jones,2.0,FLD-014,River Field,281.66,8.3,53.1,None,0.0,None,0.21,Low
LOG-04921,2022-10-04,EQ-061,Planter,2022-07-14,FARM-06,OP-015,Laura Anderson,4.0,FLD-003,Golden Field,,2.7,18.5,Routine,1230.21,None,0.43,Medium
LOG-01405,2024-10-30,EQ-011,Harvester,2017-05-31,FARM-06,OP-005,Daniel Garcia,3.0,FLD-003,Golden Field,66.67,8.9,60.6,None,0.0,None,0.02,Low
LOG-02180,2023-07-08,EQ-021,Planter,2022-02-16,FARM-06,OP-033,Emily Garcia,18.0,FLD-016,Valley Field,341.89,9.7,58.2,None,0.0,None,0.9,High
LOG-00698,2024-03-12,EQ-013,Tractor,2019-01-10,FARM-06,OP-017,Emily Lopez,18.0,FLD-019,North Field,158.9,6.1,38.9,None,0.0,None,0.67,Medium
LOG-01125,26-12-2023,EQ-057,Harvester,2016-06-09,FARM-08,,Sophia Jones,6.0,FLD-005,North Field,357.3,9.2,27.9,None,0.0,None,0.71,High
LOG-03896,2023-04-20,EQ-066,Tractor,2015-10-18,FARM-01,OP-026,Grace Rodriguez,1.0,FLD-013,Valley Field,169.83,4.9,22.7,None,0.0,None,0.09,Low
LOG-01779,2024-09-06,EQ-055,Tractor,2015-12-17,FARM-08,OP-040,Charles Wilson,2.0,FLD-019,North Field,158.9,8.0,47.7,None,0.0,None,0.97,High
LOG-04451,2022-03-03,EQ-022,Harvester,2019-02-25,FARM-06,OP-033,Emily Garcia,18.0,FLD-017,,311.6,,35.9,None,0.0,None,,Low
LOG-02635,,EQ-048,Tractor,2022-01-05,FARM-05,OP-045,Michael Wilson,3.0,FLD-009,South Field,474.95,6.5,44.2,None,0.0,None,0.31,Medium
LOG-03490,11-01-2022,EQ-027,Harvester,2022-09-05,FARM-06,OP-013,Laura Martinez,17.0,FLD-010,Hill Field,315.35,1.8,13.1,None,0.0,None,0.44,Medium
LOG-01038,"June 13, 2022",EQ-026,Planter,2018-01-10,FARM-09,OP-018,David Jones,10.0,FLD-016,Valley Field,341.89,11.5,55.2,None,0.0,None,0.47,Medium
LOG-02257,"February 19, 2023",EQ-025,Harvester,2016-10-31,FARM-08,OP-028,Alice Wilson,12.0,FLD-014,River Field,281.66,4.2,15.6,None,0.0,None,0.57,
LOG-04672,2022-10-29,EQ-040,Planter,2021-09-08,FARM-02,OP-039,Michael Williams,4.0,FLD-004,Sunny Field,103.14,9.8,68.4,None,0.0,None,0.49,Medium
LOG-03666,2023-04-03,EQ-003,Tractor,2022-08-03,FARM-09,OP-030,Alice Jones,12.0,FLD-017,East Field,311.6,9.0,59.0,Routine,823.53,None,0.06,Low
LOG-00314,2023-05-04,EQ-040,Planter,2021-09-08,FARM-02,OP-045,Michael Wilson,3.0,FLD-014,River Field,281.66,1.6,5.5,None,0.0,None,0.45,Medium
LOG-02650,2023-10-02,EQ-099,Tractor,2021-12-11,FARM-02,,Charles Hernandez,18.0,FLD-009,South Field,474.95,5.2,16.8,None,0.0,None,0.65,Medium
LOG-02282,2024-11-20,EQ-053,Sprayer,2018-06-13,FARM-04,OP-047,Charles Hernandez,18.0,FLD-003,Golden Field,66.67,11.2,88.3,None,0.0,None,0.31,Medium
LOG-05005,2024-01-13,EQ-074,Sprayer,2019-10-01,FARM-07,OP-024,William Gonzalez,5.0,FLD-005,North Field,357.3,4.6,24.0,None,0.0,None,0.38,Medium
LOG-02548,2022-11-29,EQ-057,Harvester,2016-06-09,FARM-08,OP-048,William Smith,4.0,FLD-013,Valley Field,169.83,7.5,37.4,None,0.0,None,0.98,High
LOG-02160,07-03-2022,EQ-090,Sprayer,2017-06-10,FARM-01,OP-031,Alice Anderson,12.0,FLD-001,Sunny Field,222.94,1.6,6.9,None,0.0,None,0.11,Low
LOG-03138,2022-09-16,EQ-001,Tractor,2015-04-13,FARM-05,OP-026,Grace Rodriguez,1.0,FLD-008,West Field,188.47,10.0,67.6,None,0.0,None,0.13,Low
LOG-05814,2023-06-01,EQ-037,Sprayer,2017-06-17,FARM-03,OP-018,David Jones,10.0,FLD-016,Valley Field,341.89,1.2,6.8,None,0.0,None,0.04,Low
LOG-03968,2024-11-28,EQ-033,Harvester,2017-12-20,FARM-03,OP-029,David Miller,5.0,FLD-012,River Field,258.49,4.4,22.5,None,0.0,None,0.52,Medium
LOG-01429,2023-10-25,EQ-022,Harvester,2019-02-25,FARM-06,OP-031,Alice Anderson,12.0,FLD-001,Sunny Field,222.94,1.9,14.9,Repair,1220.49,Tire,0.66,Medium
LOG-04953,"March 09, 2023",EQ-066,Tractor,2015-10-18,FARM-01,OP-041,Chloe Brown,7.0,FLD-004,,103.14,1.2,9.5,None,0.0,None,0.84,High
LOG-02521,2023-01-28,EQ-072,Planter,2017-02-18,FARM-02,OP-017,Emily Lopez,18.0,FLD-019,North Field,158.9,10.1,79.7,None,0.0,None,0.89,High
LOG-05632,2023-11-27,EQ-096,Tractor,2022-07-28,FARM-04,,William Anderson,9.0,FLD-010,Hill Field,315.35,1.1,4.6,None,0.0,None,0.64,Medium
LOG-05161,2023-08-27,EQ-055,Tractor,2015-12-17,FARM-08,OP-002,,11.0,FLD-006,North Field,264.76,7.4,58.0,None,0.0,None,0.45,Medium
LOG-00449,2024/03/07,,Tractr,2022-07-28,FARM-04,OP-042,Daniel Garcia,10.0,FLD-018,River Field,208.98,3.6,24.9,None,0.0,None,0.29,Low
LOG-04815,2024-09-02,EQ-041,Plntr,2019-04-13,FARM-10,OP-048,William Smith,4.0,FLD-014,River Field,281.66,10.8,74.9,None,0.0,None,0.35,Medium
LOG-01285,2023-02-01,EQ-047,Sprayer,2020-08-12,,OP-014,John Hernandez,18.0,FLD-003,Golden Field,66.67,11.1,54.3,Repair,447.19,Hydraulics,0.68,Medium
LOG-03728,2024-03-06,EQ-016,,2022-01-18,,,Michael Garcia,17.0,FLD-004,Sunny Field,103.14,2.5,7.8,None,0.0,None,0.59,Medium
LOG-00362,2024-09-15,EQ-044,,2023-08-15,FARM-06,OP-039,Michael Williams,4.0,FLD-020,West Field,,8.7,44.9,,0.0,None,0.61,Medium
LOG-05635,2022-09-27,EQ-030,Tractor,2017-05-14,FARM-10,OP-047,Charles Hernandez,18.0,FLD-016,Valley Field,341.89,10.8,41.1,None,0.0,,0.69,Medium
LOG-05574,2023-06-08,EQ-003,Tractor,2022-08-03,FARM-09,OP-015,Laura Anderson,4.0,FLD-019,North Field,158.9,9.5,71.4,None,0.0,None,0.84,High
LOG-02461,"July 19, 2024",EQ-033,Harvester,2017-12-20,FARM-03,OP-016,David Jones,4.0,FLD-008,West Field,188.47,3.0,9.3,None,0.0,,0.16,Low
LOG-00023,2022-01-26,EQ-009,Sprayer,,FARM-03,OP-033,,18.0,FLD-011,South Field,362.68,10.3,73.3,,1443.14,Hydraulics,0.88,High
LOG-02067,2023/01/18,EQ-050,Harvstr,2021-01-18,FARM-09,,Alice Anderson,12.0,FLD-007,Golden Field,346.56,1.3,7.9,None,0.0,None,0.77,High
LOG-01654,2022-04-03,EQ-082,Tractor,2015-07-27,FARM-09,OP-040,Charles Wilson,2.0,FLD-001,Sunny Field,222.94,11.1,44.7,None,0.0,None,0.92,High
LOG-00703,2022-08-16,EQ-083,Tractor,2016-01-18,FARM-04,OP-037,John Williams,11.0,FLD-006,,264.76,8.7,37.1,None,0.0,None,0.93,High
LOG-04308,2022-08-15,EQ-093,Planter,2020-08-21,FARM-09,OP-012,Daniel Wilson,18.0,FLD-015,West Field,216.02,7.4,52.5,None,0.0,None,0.75,High
LOG-02744,2022-08-30,EQ-079,Planter,2016-07-28,FARM-07,OP-009,David Anderson,12.0,FLD-002,Hill Field,223.83,2.6,20.4,None,0.0,None,0.08,Low
LOG-01377,2024-11-06,EQ-073,Tractor,2022-05-23,FARM-07,OP-034,Grace Martinez,5.0,FLD-017,East Field,311.6,10.3,52.9,None,0.0,None,0.32,Medium
LOG-05685,2023-04-29,EQ-007,Tractor,2021-04-17,FARM-04,OP-019,James Lopez,11.0,FLD-004,Sunny Field,103.14,5.4,28.5,None,0.0,None,0.99,High
LOG-02469,2022-11-11,EQ-022,Harvester,2019-02-25,FARM-06,OP-011,Sophia Jones,6.0,FLD-012,River Field,258.49,1.2,4.1,None,0.0,None,0.54,Medium
LOG-03755,2023-10-26,EQ-028,Tractor,2017-07-27,FARM-01,OP-010,,8.0,FLD-007,Golden Field,346.56,6.6,22.2,None,0.0,None,0.18,Low
LOG-02326,2023-04-30,EQ-007,Tractor,2021-04-17,FARM-04,OP-049,Michael Williams,19.0,FLD-011,South Field,362.68,6.3,43.0,None,0.0,None,0.85,High
LOG-00461,2022-12-09,EQ-066,Tractor,2015-10-18,FARM-01,OP-006,John Davis,20.0,FLD-004,Sunny Field,103.14,11.7,80.3,None,0.0,None,0.62,Medium
LOG-04184,2022-03-29,EQ-039,Tractor,2016-09-18,FARM-03,OP-048,William Smith,4.0,FLD-017,East Field,311.6,8.7,38.1,None,0.0,,,Medium
LOG-04083,2024-10-12,EQ-087,Tractor,2019-05-19,FARM-05,OP-005,Daniel Garcia,3.0,FLD-016,Valley Field,341.89,5.0,28.9,None,0.0,None,0.71,High
LOG-01487,2022-07-18,EQ-060,Harvester,2022-12-30,FARM-05,OP-039,Michael Williams,4.0,FLD-011,South Field,362.68,3.4,1050.0,None,0.0,None,0.07,Low
LOG-03679,2023-03-16,EQ-049,Harvester,2016-09-18,FARM-06,OP-007,Emily Johnson,18.0,FLD-013,Valley Field,169.83,1.1,7.7,None,0.0,None,0.25,Low
LOG-00283,"May 01, 2024",EQ-053,Sprayer,2018-06-13,FARM-04,OP-044,James Miller,11.0,FLD-016,Valley Field,341.89,8.8,45.9,Inspection,869.83,None,0.79,High
LOG-04309,2022-05-13,EQ-081,Harvester,2015-11-05,FARM-08,OP-043,,1.0,FLD-013,Valley Field,169.83,2.3,11.9,None,0.0,None,0.03,Low
LOG-03538,2024-02-02,EQ-081,Harvester,2015-11-05,FARM-08,OP-018,David Jones,10.0,FLD-013,Valley Field,169.83,8.7,34.0,None,0.0,None,0.32,Medium
LOG-04903,2022-11-12,EQ-043,Tractor,2022-08-18,FARM-02,OP-048,William Smith,4.0,FLD-010,Hill Field,315.35,,24.2,None,0.0,None,0.98,High
LOG-02582,2024-07-17,EQ-082,Tractor,2015-07-27,FARM-09,OP-017,Emily Lopez,18.0,FLD-009,,474.95,2.3,15.6,,0.0,None,0.32,Medium
LOG-01369,2023-06-18,EQ-087,Tractor,2019-05-19,FARM-05,OP-038,Grace Gonzalez,8.0,FLD-005,North Field,357.3,9.8,46.1,Repair,642.33,None,0.97,High
LOG-06306,2022-02-26,EQ-081,Harvester,2015-11-05,FARM-08,OP-041,Chloe Brown,7.0,FLD-006,North Field,264.76,8.0,30.3,None,0.0,None,0.12,Low
LOG-04686,2023/07/29,EQ-014,Sprayer,2015-06-27,FARM-08,OP-021,Chloe Jones,2.0,FLD-001,Sunny Field,222.94,10.0,41.5,Routine,392.75,None,0.96,
LOG-00598,2023-05-13,EQ-015,Tractor,2019-03-31,,OP-048,William Smith,4.0,FLD-002,Hill Field,223.83,11.4,,None,0.0,None,0.81,High
LOG-04352,2022-08-07,EQ-022,Harvester,2019-02-25,FARM-06,OP-011,,6.0,FLD-010,Hill Field,315.35,6.4,32.0,None,0.0,None,0.05,Low
LOG-05681,2022-06-23,EQ-009,Sprayer,2015-01-27,FARM-03,OP-044,James Miller,11.0,FLD-006,North Field,264.76,9.7,42.4,None,0.0,None,0.33,Medium
LOG-05821,2024-03-24,EQ-069,Harvester,2018-02-14,FARM-08,OP-010,Robert Anderson,8.0,FLD-018,River Field,208.98,10.5,70.1,None,0.0,None,0.78,High
LOG-06590,2024-07-09,EQ-069,Harvester,2018-02-14,FARM-08,OP-006,John Davis,20.0,FLD-002,Hill Field,223.83,5.4,28.5,None,0.0,None,0.8,High
LOG-06445,2022-12-24,EQ-058,Harvester,2017-12-21,FARM-09,OP-049,Michael Williams,19.0,FLD-014,River Field,281.66,7.2,22.7,Inspection,1198.45,None,0.61,Medium
LOG-03469,2023-08-17,EQ-022,Harvester,2019-02-25,FARM-06,OP-046,,17.0,FLD-019,North Field,158.9,4.4,26.2,None,0.0,None,0.26,Low
LOG-04458,2022-02-12,EQ-084,Harvester,2019-07-23,FARM-08,OP-019,James Lopez,11.0,FLD-013,Valley Field,169.83,7.4,27.4,Routine,1277.34,None,0.03,Low
LOG-02991,2023/04/19,EQ-072,Planter,2017-02-18,FARM-02,OP-010,Robert Anderson,8.0,FLD-013,Valley Field,169.83,3.5,26.3,None,0.0,None,0.92,High
